"Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP"
"281,Brandon Knight\knighbr03,PG,27,CLE,23,501,11.5,.538,.466,.080,1.3,7.4,4.2,16.2,1.6,0.2,10.0,17.5,,0.4,0.0,0.4,.037,,-0.3,-3.1,-3.4,-0.2"
"282,Kevin Knox\knoxke01,PF,19,NYK,70,1998,8.5,.476,.395,.236,2.9,13.3,7.9,5.7,1.0,0.9,10.2,22.1,,-2.0,0.7,-1.3,-0.030,,-3.6,-2.4,-6.0,-2.0"
"283,Furkan Korkmaz\korkmfu01,SG,21,PHI,46,654,11.7,.533,.594,.179,2.7,14.0,8.5,11.0,2.0,0.2,9.0,17.8,,0.4,0.7,1.1,.083,,-0.6,-1.3,-1.9,0.0"
"284,Luke Kornet\kornelu01,PF,23,NYK,41,648,14.9,.540,.695,.178,3.3,14.0,8.5,10.6,1.9,3.8,7.6,18.1,,0.7,0.6,1.2,.090,,0.5,0.2,0.7,0.4"
"285,Kyle Korver\korveky01,SG-PF,37,TOT,70,1334,11.3,.582,.720,.151,0.7,12.4,6.6,8.9,0.9,0.7,10.3,18.5,,1.0,1.3,2.3,.082,,0.0,-1.5,-1.5,0.2"
"285,Kyle Korver\korveky01,PF,37,CLE,16,251,11.3,.650,.711,.211,0.0,13.4,6.4,10.2,0.6,0.7,17.0,17.4,,0.2,0.0,0.2,.044,,-0.2,-3.4,-3.6,-0.1"
"285,Kyle Korver\korveky01,SG,37,UTA,54,1083,11.3,.569,.722,.140,0.9,12.2,6.6,8.6,1.0,0.7,8.9,18.7,,0.8,1.3,2.1,.091,,0.1,-1.1,-1.0,0.3"
"286,Kosta Koufos\koufoko01,C,29,SAC,39,464,12.0,.460,.000,.161,10.4,27.1,18.6,9.9,1.5,3.1,14.1,15.2,,-0.1,0.7,0.6,.064,,-4.6,2.2,-2.4,0.0"
"287,Rodions Kurucs\kurucro01,SF,20,BRK,59,1207,11.0,.559,.400,.216,4.3,14.9,9.7,5.6,1.5,1.6,14.0,17.9,,0.2,1.4,1.6,.062,,-2.5,0.2,-2.3,-0.1"
"288,Kyle Kuzma\kuzmaky01,PF,23,LAL,70,2314,14.1,.546,.388,.230,2.7,14.1,8.5,11.5,0.8,0.9,10.0,23.9,,1.2,1.9,3.1,.065,,-0.4,-1.4,-1.8,0.1"
"289,Skal Labissiere\labissk01,PF,22,TOT,20,131,7.4,.517,.355,.419,3.9,17.6,10.6,9.6,1.1,2.6,19.7,14.4,,-0.1,0.1,0.1,.023,,-4.7,0.1,-4.6,-0.1"
"289,Skal Labissiere\labissk01,PF,22,SAC,13,113,6.9,.517,.367,.367,3.6,18.6,10.9,6.8,0.8,2.3,16.7,15.3,,-0.1,0.1,0.0,.021,,-4.7,-0.4,-5.1,-0.1"
"289,Skal Labissiere\labissk01,PF,22,POR,7,18,10.4,.532,.000,2.000,6.0,11.6,8.9,27.3,2.7,4.5,51.5,9.1,,0.0,0.0,0.0,.037,,-4.3,3.1,-1.2,0.0"
"290,Jeremy Lamb\lambje01,SG,26,CHO,74,2107,16.6,.544,.336,.258,3.1,18.2,10.5,11.6,1.8,1.3,7.0,22.4,,2.7,1.8,4.5,.102,,0.2,-0.6,-0.4,0.9"
"291,Zach LaVine\lavinza01,SG,23,CHI,63,2171,18.8,.574,.283,.330,2.0,12.9,7.4,22.7,1.3,1.0,14.2,30.5,,1.8,1.1,2.9,.063,,1.8,-1.8,0.0,1.1"
"292,Jake Layman\laymaja01,SF,24,POR,66,1224,13.8,.597,.437,.171,4.9,12.7,8.9,5.5,1.1,2.0,9.2,15.8,,1.8,1.1,2.9,.114,,0.4,-0.5,-0.1,0.6"
"293,T.J. Leaf\leaftj01,PF,21,IND,54,452,15.9,.576,.187,.173,8.6,17.3,13.1,6.8,0.7,3.0,6.4,16.7,,0.7,0.6,1.3,.141,,-1.2,-0.1,-1.3,0.1"
"294,Courtney Lee\leeco01,SG,33,TOT,30,345,8.9,.467,.414,.212,2.1,10.9,6.4,11.1,2.2,0.7,9.2,14.8,,-0.1,0.3,0.2,.028,,-3.4,-0.3,-3.7,-0.1"
"294,Courtney Lee\leeco01,SG,33,NYK,12,160,13.7,.527,.340,.298,3.8,14.2,8.9,15.1,2.4,1.1,8.6,15.5,,0.2,0.1,0.3,.086,,-1.1,-0.1,-1.2,0.0"
"294,Courtney Lee\leeco01,SG,33,DAL,18,185,4.6,.408,.481,.135,0.6,8.0,4.4,7.6,2.1,0.5,9.8,14.2,,-0.2,0.2,-0.1,-0.023,,-5.3,-0.5,-5.8,-0.2"
"295,Damion Lee\leeda03,SG,26,GSW,27,298,9.4,.556,.537,.158,2.6,13.1,8.1,2.6,1.6,0.0,9.0,16.0,,0.1,0.2,0.3,.054,,-2.2,-2.9,-5.1,-0.2"
"296,Walt Lemon\lemonwa01,PG,26,CHI,2,62,16.7,.422,.037,.222,1.7,8.9,5.3,27.6,5.5,1.4,3.3,21.6,,0.0,0.1,0.1,.062,,-2.0,1.2,-0.9,0.0"
"297,Alex Len\lenal01,C,25,ATL,72,1415,16.6,.571,.292,.328,10.8,18.8,14.7,8.1,0.8,3.8,12.5,21.9,,1.7,1.0,2.7,.092,,-0.7,-0.8,-1.5,0.2"
"298,Kawhi Leonard\leonaka01,SF,27,TOR,56,1913,26.1,.608,.264,.387,4.4,18.6,11.7,16.4,2.6,1.0,8.7,30.3,,5.9,3.2,9.1,.227,,4.4,0.8,5.2,3.5"
"299,Meyers Leonard\leoname01,C,26,POR,59,829,15.9,.674,.476,.214,5.9,22.1,14.2,12.0,0.8,0.9,13.8,14.8,,2.0,0.8,2.9,.166,,1.8,-0.2,1.6,0.7"
"300,Jon Leuer\leuerjo01,PF,29,DET,39,389,13.4,.613,.098,.277,7.0,20.2,13.4,5.6,1.5,0.9,15.5,16.5,,0.4,0.5,0.9,.109,,-2.9,-0.1,-3.0,-0.1"
"301,Caris LeVert\leverca01,SF,24,BRK,36,963,14.5,.503,.320,.249,3.4,11.8,7.6,22.9,1.9,1.1,11.7,24.2,,0.3,1.0,1.3,.065,,-0.7,0.1,-0.6,0.3"
"302,Damian Lillard\lillada01,PG,28,POR,76,2696,24.0,.590,.415,.334,2.7,11.0,6.9,30.7,1.5,1.0,10.8,29.5,,9.3,2.3,11.6,.206,,6.7,-1.1,5.6,5.1"
"303,Jeremy Lin\linje01,PG,30,TOT,71,1395,13.9,.562,.345,.389,1.6,11.7,6.6,23.6,1.5,0.8,16.2,21.9,,1.3,0.9,2.2,.075,,-0.9,-1.8,-2.7,-0.3"
"303,Jeremy Lin\linje01,PG,30,ATL,51,1003,15.9,.594,.342,.435,1.7,11.1,6.3,26.9,1.8,0.6,17.6,22.7,,1.5,0.5,2.0,.095,,0.2,-2.3,-2.2,0.0"
"303,Jeremy Lin\linje01,PG,30,TOR,20,392,8.7,.470,.354,.264,1.4,13.2,7.4,15.4,1.0,1.3,12.0,20.0,,-0.2,0.4,0.2,.026,,-3.6,-0.6,-4.2,-0.2"
"304,Shaun Livingston\livinsh01,PG,33,GSW,60,916,11.8,.550,.010,.240,4.9,8.1,6.6,15.3,1.6,2.3,14.1,12.3,,1.1,0.8,1.9,.098,,-1.9,0.4,-1.5,0.1"
"305,Zach Lofton\loftoza01,SG,26,DET,1,4,-10.0,.000,1.000,.000,0.0,0.0,0.0,0.0,12.3,0.0,50.0,21.5,,-0.1,0.0,0.0,-0.447,,-16.9,8.1,-8.8,0.0"
"306,Kevon Looney\looneke01,C,22,GSW,74,1405,16.8,.635,.032,.335,14.3,15.7,15.1,10.7,1.4,3.1,11.8,12.4,,3.9,1.6,5.5,.187,,1.7,1.7,3.4,1.9"
"307,Brook Lopez\lopezbr01,C,30,MIL,78,2237,14.8,.605,.657,.170,1.4,14.8,8.5,5.7,1.0,6.4,9.0,16.8,,2.4,4.2,6.7,.143,,-0.1,2.9,2.8,2.7"
"308,Robin Lopez\lopezro01,C,30,CHI,70,1500,15.9,.597,.052,.238,9.6,10.1,9.9,9.0,0.4,4.3,14.3,18.8,,1.9,0.7,2.5,.081,,-1.0,0.0,-0.9,0.4"
"309,Kevin Love\loveke01,PF,30,CLE,21,585,19.4,.561,.516,.409,6.0,40.0,22.3,12.6,0.4,0.7,11.3,27.7,,0.9,0.4,1.3,.105,,0.7,-2.5,-1.8,0.0"
"310,Kyle Lowry\lowryky01,PG,32,TOR,62,2101,16.9,.567,.612,.263,2.1,12.7,7.5,35.5,2.0,1.2,18.3,19.7,,3.7,2.8,6.5,.148,,2.7,0.4,3.2,2.7"
"311,Jordan Loyd\loydjo01,PG,25,TOR,11,47,15.4,.625,.500,.714,2.4,15.7,9.2,17.2,0.0,0.0,9.8,18.6,,0.1,0.0,0.2,.181,,0.9,-2.8,-1.9,0.0"
"312,Kalin Lucas\lucaska01,PG,29,DET,1,6,16.6,.532,1.000,2.000,0.0,56.9,27.4,20.7,0.0,0.0,0.0,13.5,,0.0,0.0,0.0,.237,,-1.0,0.5,-0.5,0.0"
"313,Timothe Luwawu-Cabarrot\luwawti01,SF,23,TOT,46,562,7.5,.485,.549,.166,2.1,13.0,7.5,5.7,1.5,0.9,9.2,15.8,,-0.3,0.4,0.1,.012,,-3.4,-1.5,-4.9,-0.4"
"313,Timothe Luwawu-Cabarrot\luwawti01,SF,23,OKC,21,123,3.5,.383,.512,.140,3.3,12.1,7.6,4.2,1.5,0.7,9.9,16.8,,-0.2,0.1,-0.1,-0.033,,-6.7,-1.8,-8.5,-0.2"
"313,Timothe Luwawu-Cabarrot\luwawti01,SF,23,CHI,25,439,8.7,.517,.561,.174,1.7,13.3,7.5,6.2,1.5,1.0,9.0,15.5,,0.0,0.3,0.2,.025,,-2.4,-1.4,-3.9,-0.2"
"314,Tyler Lydon\lydonty01,PF,22,DEN,24,90,8.1,.573,.588,.176,7.2,13.3,10.2,7.1,1.1,0.0,17.9,10.6,,0.1,0.1,0.1,.069,,-2.0,-1.2,-3.2,0.0"
"315,Trey Lyles\lylestr01,PF,23,DEN,61,1069,12.5,.495,.400,.237,4.1,19.6,11.9,11.1,1.3,1.9,11.1,23.4,,-0.3,1.3,1.0,.047,,-2.8,-0.8,-3.6,-0.4"
"316,Scott Machado\machasc01,PG,28,LAL,4,19,22.3,.776,.167,.167,0.0,0.0,0.0,23.4,2.4,0.0,0.0,14.1,,0.1,0.0,0.1,.281,,2.4,-6.9,-4.4,0.0"
"317,Shelvin Mack\macksh01,PG,28,TOT,57,1246,10.4,.489,.323,.208,1.6,7.9,4.7,22.7,1.9,0.3,13.0,18.1,,-0.2,1.1,0.9,.035,,-2.6,-1.5,-4.1,-0.7"
"317,Shelvin Mack\macksh01,PG,28,MEM,53,1204,11.0,.499,.329,.193,1.6,8.0,4.8,23.4,1.9,0.3,12.8,18.0,,0.1,1.1,1.2,.046,,-2.2,-1.5,-3.6,-0.5"
"317,Shelvin Mack\macksh01,PG,28,CHO,4,42,-6.5,.251,.143,.643,0.0,5.2,2.6,3.0,2.3,0.0,18.2,22.5,,-0.3,0.0,-0.3,-0.303,,-14.5,-3.0,-17.5,-0.2"
"318,Daryl Macon\maconda01,SG,23,DAL,6,36,-2.0,.273,.091,.000,3.0,5.9,4.5,15.5,1.3,0.0,21.4,16.7,,-0.1,0.0,-0.1,-0.161,,-10.4,-1.6,-12.1,-0.1"
"319,J.P. Macura\macurjp01,SG,23,CHO,1,14,0.5,.250,.500,.000,0.0,15.7,7.7,20.8,0.0,0.0,0.0,24.5,,-0.1,0.0,-0.1,-0.216,,-8.3,-5.0,-13.3,0.0"
"320,Ian Mahinmi\mahinia01,C,32,WAS,32,453,12.3,.560,.151,.698,9.5,16.8,13.1,6.9,2.5,2.8,15.1,12.4,,0.5,0.5,1.0,.102,,-2.0,1.6,-0.5,0.2"
"321,Thon Maker\makerth01,C-PF,21,TOT,59,873,12.4,.545,.570,.313,4.5,17.9,11.3,6.6,1.0,4.4,9.0,15.2,,0.7,1.4,2.1,.115,,-1.9,1.6,-0.3,0.4"
"321,Thon Maker\makerth01,C,21,MIL,35,409,12.9,.546,.582,.276,4.5,18.5,11.9,5.8,1.1,3.7,5.7,16.3,,0.4,0.7,1.1,.134,,-1.6,0.7,-0.9,0.1"
"321,Thon Maker\makerth01,PF,21,DET,24,464,11.9,.545,.557,.357,4.5,17.4,10.7,7.3,1.0,4.9,12.5,14.1,,0.3,0.6,0.9,.098,,-2.2,2.4,0.2,0.3"
"322,Boban Marjanovic\marjabo01,C,30,TOT,53,606,23.6,.661,.027,.569,14.8,26.3,20.7,10.8,1.0,3.3,16.4,23.4,,1.8,0.8,2.6,.207,,0.9,0.3,1.1,0.5"
"322,Boban Marjanovic\marjabo01,C,30,LAC,36,376,25.0,.666,.014,.679,16.1,26.5,21.5,9.3,1.4,3.6,16.9,24.6,,1.2,0.6,1.7,.222,,1.1,0.4,1.6,0.3"
"322,Boban Marjanovic\marjabo01,C,30,PHI,17,230,21.3,.653,.047,.388,12.8,25.9,19.6,13.1,0.4,2.7,15.3,21.4,,0.6,0.3,0.9,.183,,0.4,0.0,0.4,0.1"
"323,Lauri Markkanen\markkla01,PF,21,CHI,52,1682,17.1,.553,.418,.245,4.8,25.9,15.2,7.2,1.1,1.7,8.8,25.1,,1.3,1.5,2.8,.079,,-0.2,-1.7,-1.9,0.0"
"324,Jarell Martin\martija01,PF,24,ORL,39,295,10.2,.545,.536,.113,3.6,20.2,11.8,7.4,0.3,2.3,9.7,16.7,,0.1,0.3,0.5,.075,,-3.0,-0.9,-3.9,-0.1"
"325,Frank Mason\masonfr01,PG,24,SAC,35,403,12.5,.496,.361,.361,1.0,8.9,4.9,27.4,1.8,0.9,15.0,20.5,,0.1,0.3,0.4,.046,,-2.2,-2.2,-4.4,-0.2"
"326,Wesley Matthews\matthwe02,SF-SG,32,TOT,67,2045,10.5,.546,.575,.238,1.7,7.1,4.4,11.3,1.3,0.7,10.4,17.9,,1.3,1.5,2.8,.065,,-0.2,-1.1,-1.3,0.4"
"326,Wesley Matthews\matthwe02,SF,32,DAL,44,1312,11.3,.556,.561,.235,1.7,6.6,4.2,11.7,1.2,0.8,10.1,18.9,,1.0,0.8,1.8,.067,,0.1,-1.4,-1.3,0.3"
"326,Wesley Matthews\matthwe02,SG,32,NYK,2,54,2.9,.330,.526,.263,1.9,4.0,2.9,12.9,0.9,1.6,8.6,18.3,,-0.1,0.0,-0.1,-0.114,,-6.2,-3.4,-9.6,-0.1"
"326,Wesley Matthews\matthwe02,SG,32,IND,21,679,9.6,.546,.614,.244,1.8,8.2,5.1,10.4,1.4,0.5,11.4,15.9,,0.4,0.7,1.1,.075,,-0.3,-0.5,-0.8,0.2"
"327,Luc Mbah a Moute\mbahalu01,PF,32,LAC,4,61,6.8,.495,.333,.278,3.6,8.4,6.1,4.5,0.8,1.3,9.0,15.4,,0.0,0.0,0.0,.013,,-3.3,-2.0,-5.3,-0.1"
"328,Tahjere McCall\mccalta01,SG,24,BRK,1,8,9.6,.581,.333,.333,0.0,13.1,6.6,0.0,0.0,0.0,0.0,18.1,,0.0,0.0,0.0,.053,,-3.9,-6.0,-9.9,0.0"
"329,Patrick McCaw\mccawpa01,SG,23,TOT,29,397,7.5,.532,.444,.238,2.0,11.0,6.5,9.2,2.8,0.4,19.6,9.4,,0.0,0.5,0.5,.064,,-2.8,1.6,-1.1,0.1"
"329,Patrick McCaw\mccawpa01,SG,23,CLE,3,53,-0.7,.278,.444,.000,0.0,6.6,3.1,4.9,1.9,0.0,25.0,9.9,,-0.2,0.0,-0.2,-0.137,,-8.1,-1.1,-9.2,-0.1"
"329,Patrick McCaw\mccawpa01,SG,23,TOR,26,344,8.7,.569,.444,.278,2.3,11.6,7.1,9.8,2.9,0.5,18.8,9.3,,0.2,0.5,0.7,.095,,-1.9,2.0,0.1,0.2"
"330,CJ McCollum\mccolcj01,SG,27,POR,68,2321,17.2,.557,.357,.155,2.8,9.7,6.3,13.6,1.1,0.9,7.4,25.6,,4.0,1.6,5.6,.116,,2.2,-1.9,0.3,1.4"
"331,T.J. McConnell\mccontj01,PG,26,PHI,71,1376,13.4,.553,.108,.090,2.1,10.2,6.2,25.4,2.6,0.9,17.4,14.9,,1.2,1.6,2.8,.097,,-1.6,0.1,-1.5,0.2"
"332,Doug McDermott\mcderdo01,SF,27,IND,73,1248,11.4,.618,.496,.183,1.5,7.6,4.6,6.9,0.6,0.5,8.7,16.1,,1.6,1.0,2.7,.102,,-0.1,-2.1,-2.3,-0.1"
"333,JaVale McGee\mcgeeja01,C,31,LAL,70,1554,22.0,.635,.014,.243,12.4,22.2,17.4,4.6,1.3,7.3,12.8,20.0,,3.0,2.7,5.7,.176,,-0.8,2.7,1.9,1.5"
"334,Rodney McGruder\mcgruro01,SG,27,MIA,63,1508,9.5,.517,.493,.156,3.9,12.1,8.0,10.4,1.1,0.7,11.6,15.5,,0.5,1.5,1.9,.062,,-1.7,-0.2,-2.0,0.0"
"335,Alfonzo McKinnie\mckinal01,SF,26,GSW,66,899,11.3,.570,.418,.167,9.6,16.8,13.4,3.9,0.8,1.2,9.1,14.1,,1.1,0.8,1.9,.100,,-0.8,-1.9,-2.7,-0.2"
"336,Ben McLemore\mclembe01,SG,25,SAC,19,158,10.5,.541,.641,.188,1.9,9.3,5.5,3.4,1.8,1.6,6.7,19.4,,0.1,0.1,0.2,.058,,-1.1,-2.5,-3.6,-0.1"
"337,Jordan McRae\mcraejo01,SG,27,WAS,25,290,14.1,.553,.241,.277,2.2,12.2,7.1,11.1,1.6,1.7,8.7,20.1,,0.3,0.2,0.4,.068,,-2.2,-1.9,-4.2,-0.2"
"338,Jodie Meeks\meeksjo01,SG,31,TOR,6,75,17.6,.641,.467,.033,1.5,14.0,7.9,10.2,0.6,1.1,3.2,18.0,,0.2,0.1,0.3,.167,,1.6,-2.0,-0.3,0.0"
"339,Salah Mejri\mejrisa01,C,32,DAL,32,316,14.7,.565,.234,.260,11.0,24.6,17.8,12.1,1.4,4.3,17.3,14.1,,0.4,0.5,0.8,.129,,-2.0,3.2,1.2,0.3"
"340,De'Anthony Melton\meltode01,PG,20,PHO,46,897,9.6,.457,.394,.087,2.6,12.4,7.4,22.3,3.4,2.0,21.8,14.7,,-0.8,0.8,0.0,.001,,-3.6,1.2,-2.5,-0.1"
"341,Chimezie Metu\metuch01,PF,21,SAS,29,145,6.4,.389,.034,.293,6.8,20.1,13.5,12.0,2.0,1.2,18.6,24.4,,-0.5,0.2,-0.3,-0.100,,-8.9,-0.3,-9.2,-0.3"
"342,Khris Middleton\middlkh01,SF,27,MIL,73,2297,16.3,.556,.413,.226,2.3,16.7,9.9,19.9,1.5,0.2,12.1,24.7,,2.4,3.5,6.0,.124,,0.6,0.1,0.7,1.6"
"343,C.J. Miles\milescj01,SF,31,TOT,53,856,9.0,.504,.653,.186,1.7,10.4,6.1,6.0,1.5,1.5,8.2,18.6,,-0.2,0.9,0.7,.042,,-2.0,-1.4,-3.4,-0.3"
"343,C.J. Miles\milescj01,SF,31,TOR,40,562,8.0,.484,.665,.214,2.4,10.5,6.5,5.3,1.5,1.5,8.5,18.8,,-0.3,0.7,0.4,.035,,-2.4,-1.3,-3.6,-0.2"
"343,C.J. Miles\milescj01,SF,31,MEM,13,294,10.8,.544,.629,.133,0.4,10.2,5.2,7.5,1.4,1.6,7.5,18.3,,0.1,0.3,0.3,.055,,-1.4,-1.5,-2.9,-0.1"
"344,Darius Miller\milleda01,SF,28,NOP,69,1757,8.4,.550,.752,.147,0.8,6.7,3.8,10.4,1.1,1.1,10.3,13.4,,1.1,0.6,1.7,.046,,-0.1,-1.6,-1.7,0.1"
"345,Malcolm Miller\millema01,SF,25,TOR,9,58,14.4,.643,.875,.083,0.0,7.3,3.7,2.5,0.8,1.4,3.9,19.2,,0.1,0.1,0.2,.133,,2.3,-3.8,-1.5,0.0"
"346,Patty Mills\millspa02,PG,30,SAS,77,1806,12.8,.569,.600,.156,1.5,9.0,5.2,17.5,1.2,0.4,12.0,18.4,,1.9,1.1,3.0,.080,,1.3,-2.1,-0.8,0.5"
"347,Paul Millsap\millspa01,PF,33,DEN,65,1769,18.3,.572,.233,.374,8.7,20.3,14.5,10.5,2.2,2.6,10.7,19.6,,3.1,2.8,5.9,.160,,0.6,1.9,2.4,2.0"
"348,Shake Milton\miltosh01,SG,22,PHI,16,182,12.3,.562,.508,.082,4.2,9.0,6.7,10.2,1.3,1.7,6.0,15.5,,0.2,0.2,0.4,.107,,-0.1,-1.4,-1.4,0.0"
"349,Nikola Mirotic\mirotni01,PF,27,TOT,46,1245,17.2,.584,.587,.229,5.1,22.7,14.1,6.2,1.2,2.2,7.4,21.4,,2.0,1.5,3.5,.135,,1.2,-1.2,0.0,0.6"
"349,Nikola Mirotic\mirotni01,PF,27,NOP,32,925,17.5,.591,.568,.248,5.2,24.2,14.8,5.3,1.1,2.2,7.6,21.7,,1.6,0.9,2.5,.130,,1.4,-1.7,-0.3,0.4"
"349,Nikola Mirotic\mirotni01,PF,27,MIL,14,320,16.3,.562,.644,.170,4.7,18.3,11.9,8.6,1.5,2.4,7.0,20.5,,0.4,0.6,1.0,.150,,0.7,0.2,0.9,0.2"
"350,Donovan Mitchell\mitchdo01,SG,22,UTA,73,2458,16.7,.532,.340,.250,2.5,10.4,6.5,20.8,2.0,1.0,11.6,31.6,,0.7,3.5,4.2,.082,,0.4,-0.2,0.2,1.4"
"351,Naz Mitrou-Long\mitrona01,SG,25,UTA,11,45,-1.9,.318,.636,.000,0.0,4.7,2.4,14.4,0.0,0.0,21.4,13.3,,-0.1,0.0,-0.1,-0.093,,-8.1,-2.8,-11.0,-0.1"
"352,Malik Monk\monkma01,SG,20,CHO,68,1167,11.7,.518,.559,.183,1.2,10.0,5.5,14.5,1.4,1.1,12.2,25.3,,-0.4,0.6,0.2,.007,,-1.1,-3.1,-4.2,-0.7"
"353,Greg Monroe\monrogr01,C,28,TOT,40,428,14.1,.490,.024,.367,16.3,23.6,20.1,6.2,1.5,1.5,13.8,22.5,,0.0,0.7,0.7,.076,,-4.1,-0.6,-4.7,-0.3"
"353,Greg Monroe\monrogr01,C,28,TOR,38,423,13.5,.487,.025,.379,15.7,23.9,19.9,5.4,1.5,1.6,14.2,22.2,,-0.1,0.7,0.6,.071,,-4.6,-0.7,-5.3,-0.4"
"353,Greg Monroe\monrogr01,C,28,BOS,2,5,60.4,.600,.000,.000,63.8,0.0,32.1,73.8,0.0,0.0,0.0,43.1,,0.1,0.0,0.1,.535,,38.3,6.8,45.1,0.1"
"354,E'Twaun Moore\mooreet01,SG,29,NOP,53,1463,11.5,.567,.331,.111,2.5,6.4,4.5,9.6,1.3,0.4,9.6,17.3,,1.2,0.5,1.7,.056,,-0.2,-1.9,-2.2,-0.1"
"355,Eric Moreland\moreler01,PF,27,TOT,4,36,7.4,.583,.167,.000,9.2,38.6,24.1,14.4,0.0,0.0,33.3,10.7,,0.0,0.1,0.1,.083,,-5.3,0.2,-5.1,0.0"
"355,Eric Moreland\moreler01,PF,27,PHO,1,5,3.9,,,,0.0,67.5,33.3,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.079,,-14.0,-3.9,-17.9,0.0"
"355,Eric Moreland\moreler01,PF,27,TOR,3,31,7.9,.583,.167,.000,10.7,34.0,22.6,16.7,0.0,0.0,33.3,12.5,,0.0,0.0,0.1,.084,,-3.9,0.9,-3.0,0.0"
"356,Jaylen Morris\morrija01,SG,23,MIL,4,29,12.2,.460,.300,.200,0.0,16.5,8.8,18.1,3.2,0.0,8.4,17.2,,0.0,0.1,0.1,.086,,-3.8,0.9,-2.9,0.0"
"357,Marcus Morris\morrima03,PF,29,BOS,73,2036,14.4,.571,.460,.200,3.9,19.5,11.7,7.5,1.0,1.0,9.1,20.8,,2.1,2.4,4.5,.105,,-0.4,-1.1,-1.4,0.3"
"358,Markieff Morris\morrima02,PF,29,TOT,53,1180,11.2,.517,.432,.200,4.5,17.1,10.7,8.8,1.4,1.6,9.9,19.1,,0.3,0.9,1.2,.050,,-1.9,-1.0,-3.0,-0.3"
"358,Markieff Morris\morrima02,PF,29,WAS,34,883,12.3,.543,.439,.223,5.0,16.6,10.7,9.7,1.3,1.9,11.5,19.6,,0.4,0.5,1.0,.052,,-1.1,-0.9,-2.0,0.0"
"358,Markieff Morris\morrima02,PF,29,OKC,19,297,7.9,.443,.414,.138,3.0,18.6,10.6,6.4,1.4,0.6,4.6,17.7,,-0.1,0.4,0.3,.047,,-4.5,-1.3,-5.8,-0.3"
"359,Monte Morris\morrimo01,PG,23,DEN,76,1840,16.0,.572,.325,.110,2.0,8.9,5.4,21.9,1.8,0.2,6.9,16.9,,4.0,1.7,5.7,.148,,1.4,-1.3,0.1,1.0"
"360,Johnathan Motley\motlejo01,PF,23,LAC,20,141,17.2,.550,.046,.554,11.7,19.7,15.8,11.5,1.3,1.7,15.7,28.7,,0.1,0.2,0.2,.074,,-2.6,-1.5,-4.1,-0.1"
"361,Emmanuel Mudiay\mudiaem01,PG,22,NYK,58,1567,14.7,.534,.282,.245,2.1,10.8,6.3,23.8,1.3,1.0,14.5,25.6,,0.2,0.6,0.8,.024,,-0.4,-2.0,-2.4,-0.1"
"362,Jamal Murray\murraja01,PG,21,DEN,70,2287,15.8,.537,.354,.186,2.8,10.9,6.9,22.1,1.3,1.0,11.2,24.9,,2.6,2.1,4.7,.098,,1.0,-1.1,-0.1,1.1"
"363,Dzanan Musa\musadz01,SG,19,BRK,8,34,2.9,.383,.450,.100,3.1,9.3,6.2,5.0,2.8,0.0,16.1,30.8,,-0.2,0.0,-0.2,-0.225,,-10.0,-3.4,-13.3,-0.1"
"364,Mike Muscala\muscami01,PF,27,TOT,59,1162,10.3,.546,.718,.254,4.9,14.5,9.8,8.0,0.9,2.3,11.0,14.4,,0.9,1.1,2.0,.083,,-0.5,-0.2,-0.8,0.4"
"364,Mike Muscala\muscami01,PF,27,PHI,47,1041,10.4,.560,.716,.277,5.4,14.7,10.2,7.9,0.8,2.0,12.1,14.3,,0.9,1.0,1.9,.088,,-0.3,-0.3,-0.6,0.4"
"364,Mike Muscala\muscami01,PF,27,LAL,12,121,9.3,.444,.732,.098,0.9,12.6,6.8,8.6,1.2,4.7,2.3,15.0,,0.0,0.1,0.1,.045,,-3.0,0.6,-2.4,0.0"
"365,Sviatoslav Mykhailiuk\mykhasv01,SF,21,TOT,42,440,6.1,.447,.636,.143,2.2,6.2,4.2,10.9,1.5,0.2,12.4,16.0,,-0.4,0.3,-0.1,-0.013,,-3.6,-2.1,-5.7,-0.4"
"365,Sviatoslav Mykhailiuk\mykhasv01,SF,21,LAL,39,420,5.9,.451,.644,.152,2.0,6.3,4.2,10.1,1.4,0.2,12.4,15.9,,-0.4,0.3,-0.1,-0.014,,-3.7,-2.1,-5.8,-0.4"
"365,Sviatoslav Mykhailiuk\mykhasv01,SF,21,DET,3,20,9.8,.375,.500,.000,5.3,5.7,5.5,28.3,2.5,0.0,11.1,19.4,,0.0,0.0,0.0,.015,,-2.7,-1.9,-4.6,0.0"
"366,Abdel Nader\naderab01,SF,25,OKC,58,672,8.7,.527,.463,.174,1.8,15.2,8.3,3.6,1.3,1.5,9.6,14.5,,0.1,0.8,0.9,.067,,-4.1,-0.8,-4.9,-0.5"
"367,Larry Nance\nancela02,C,26,CLE,63,1663,18.4,.584,.202,.295,10.0,23.9,16.6,17.7,2.7,1.9,15.7,15.5,,3.0,1.5,4.5,.129,,1.4,2.5,3.9,2.5"
